n_features,ECOD,IForest,KNN,LOF
10,0.017540454864501953,0.15016913414001465,0.7223532199859619,0.6275174617767334
50,0.12253022193908691,0.15315556526184082,1.0818254947662354,0.08334708213806152
100,0.2552759647369385,0.1567230224609375,2.0441439151763916,0.1248629093170166
200,0.4839146137237549,0.16215872764587402,4.458272457122803,0.18163657188415527
500,1.3794448375701904,0.2035050392150879,14.087816715240479,0.2942337989807129
